일자,지수,대비,기관,외국인,개인,기타,금융투자,보험,투신,사모,은행,기타금융,연기금 등,국가,외인-기타,외국인합,기타법인,합계
2021-02-08,"3,091.24",-29.39,"280,532","-355,830","84,664","-6,758","530,277","-23,342","-9,198","7,540","-3,725",-388,"-220,633",0,"-2,608","-358,438","-6,758",0
2021-02-05,"3,120.63",33.08,"234,315","191,126","-402,140","-22,135","556,956","-65,339","-27,087","-21,993",-966,"-6,442","-200,814",0,"-1,166","189,960","-22,135",0
2021-02-04,"3,087.55",-42.13,"-1,835,748","-648,726","2,470,363","4,776","-1,280,438","-27,648","-109,003","-42,799",-126,-91,"-375,643",0,"9,335","-639,391","4,776",0
2021-02-03,"3,129.68",32.87,"-573,962","428,325","123,853","23,596","-209,556","-43,534","18,710","18,515","1,485","-1,950","-357,632",0,"-1,811","426,514","23,596",0
2021-02-02,"3,096.81",40.28,"-13,100","194,625","-188,349","4,890","405,543","-35,392","26,850","-29,290",483,"-14,862","-366,432",0,"1,935","196,560","4,890",0
2021-02-01,"3,056.53",80.32,"689,229","132,832","-782,537","-38,606","732,863","11,758","127,052","32,584","2,372","-9,581","-207,819",0,-917,"131,915","-38,606",0
2021-01-29,"2,976.21",-92.84,"-254,398","-1,431,180","1,697,098","-20,664","-21,082","-16,225","-6,639","-96,453","5,558","-3,525","-116,032",0,"9,144","-1,422,035","-20,664",0
2021-01-28,"3,069.05",-53.51,"-379,394","-1,577,463","1,929,360","17,039","-113,851","-11,053","63,187","-51,034","-2,426","-4,275","-259,941",0,"10,458","-1,567,005","17,039",0
2021-01-27,"3,122.56",-17.75,"-396,146","-629,035","1,060,406","-42,699","122,029","-41,835","-152,983","-58,512","-1,891","-1,397","-261,556",0,"7,474","-621,561","-42,699",0
2021-01-26,"3,140.31",-68.68,"-2,252,006","-1,984,815","4,205,007","16,852","-780,242","-318,605","-295,302","-213,119",-787,-604,"-643,347",0,"14,962","-1,969,853","16,852",0
2021-01-25,"3,208.99",68.36,"368,785","286,202","-571,150","-76,910","747,992","-69,667","-37,273","-45,006","-20,977","1,019","-207,303",0,"-6,927","279,275","-76,910",0
2021-01-22,"3,140.63",-20.21,"-1,364,772","-272,812","1,608,264","24,513","-667,390","-84,757","-136,293","-99,071","-2,494",502,"-375,269",0,"4,807","-268,005","24,513",0
2021-01-21,"3,160.84",46.29,"-292,666","366,391","-62,477","-13,168","242,473","-70,316","-40,526","11,957","-8,461","-157,641","-270,151",0,"1,921","368,311","-13,168",0
2021-01-20,"3,114.55",21.89,"-1,234,486","-238,634","1,436,793","34,510","-713,241","-57,511","-45,325","-19,664","-2,327","-1,565","-394,853",0,"1,817","-236,817","34,510",0
2021-01-19,"3,092.66",78.73,"593,956","409,775","-1,025,419","21,472","1,005,584","-6,475","-16,624","8,076","-2,926","-1,369","-392,311",0,216,"409,990","21,472",0
2021-01-18,"3,013.93",-71.97,"-278,881","-211,292","514,299","-26,005","236,679","-63,016","6,211","-18,525","-5,447","-1,245","-433,538",0,"1,879","-209,413","-26,005",0
2021-01-15,"3,085.90",-64.03,"-1,414,746","-755,345","2,113,924","54,444","-636,846","-69,927","-136,494","-47,416",140,"-3,849","-520,355",0,"1,722","-753,622","54,444",0
2021-01-14,"3,149.93",1.64,"-1,428,981","671,863","712,731","38,743","-484,776","-81,634","-204,767","-39,440","-17,995","-2,598","-597,770",0,"5,645","677,507","38,743",0
2021-01-13,"3,148.29",22.34,"-372,450","188,595","169,086","9,868","514,161","-132,044","-319,282","-83,750","-6,011","-22,357","-323,167",0,"4,901","193,496","9,868",0
2021-01-12,"3,125.95",-22.5,"-1,723,899","-628,387","2,312,445","30,389","-948,808","-98,183","-279,437","-90,071","-6,914","-12,703","-287,782",0,"9,451","-618,935","30,389",0
2021-01-11,"3,148.45",-3.73,"-3,743,204","-725,877","4,492,145","-31,328","-2,021,330","-274,018","-413,154","-192,046","1,226","-16,115","-827,768",0,"8,263","-717,613","-31,328",0
2021-01-08,"3,152.18",120.5,"-1,147,931","1,647,867","-559,142","63,596","-173,217","-231,414","-116,116","-1,514","-7,254","-9,411","-609,005",0,"-4,390","1,643,477","63,596",0
2021-01-07,"3,031.68",63.47,"1,033,917","111,296","-1,183,635","36,342","1,621,173","-87,929","-12,933","-32,052","-12,340",-866,"-441,137",0,"2,079","113,375","36,342",0
2021-01-06,"2,968.21",-22.36,"-1,369,156","-402,192","1,729,261","37,370","-467,658","-115,036","-189,225","-122,778","-28,181","-6,682","-439,595",0,"4,716","-397,476","37,370",0
2021-01-05,"2,990.57",46.12,"-536,266","-208,918","728,388","16,099","40,229","-99,604","-74,224","-64,464","1,945",-126,"-340,022",0,697,"-208,221","16,099",0
2021-01-04,"2,944.45",70.98,"-1,189,877","84,321","1,031,014","69,165","-174,665","-194,308","-316,829","-185,317","-1,563","6,516","-323,710",0,"5,376","89,697","69,165",0
2020-12-30,"2,873.47",52.96,"195,870","249,434","-491,609","49,929","536,392","-59,752","-91,141","-77,516","-10,514","-1,342","-100,257",0,"-3,624","245,811","49,929",0
2020-12-29,"2,820.51",11.91,"-1,973,366","-317,244","2,196,939","87,053","-1,431,816","-55,315","-147,750","-88,029","-54,696","2,031","-197,792",0,"6,619","-310,625","87,053",0
2020-12-28,"2,808.60",1.74,"830,308","71,021","-946,020","37,700","1,095,660","-78,540","-96,446","-3,692","9,503","-19,948","-76,229",0,"6,992","78,013","37,700",0
2020-12-24,"2,806.86",47.04,"629,655","124,379","-803,107","54,214","758,512","-56,735",-874,"28,019","-2,221","1,778","-98,824",0,"-5,141","119,237","54,214",0
2020-12-23,"2,759.82",26.14,"301,661","83,280","-385,893","1,310","381,757","-15,888","-38,923","-54,958","-3,725","-1,598","34,997",0,-358,"82,922","1,310",0
2020-12-22,"2,733.68",-44.97,"-202,877","-147,105","369,372","3,100","-52,479","-33,629","-51,929","-55,035",-109,"-2,611","-7,083",0,"-22,490","-169,596","3,100",0
2020-12-21,"2,778.65",6.47,"132,216","-9,915","-85,548","-35,937","51,818","-14,127","-8,104","17,327",-970,"-5,099","91,371",0,-817,"-10,731","-35,937",0
2020-12-18,"2,772.18",1.75,"-149,740","-193,925","389,765","-48,260","52,178","-16,162","-75,922","-26,069","-2,817",309,"-81,258",0,"2,160","-191,765","-48,260",0
2020-12-17,"2,770.43",-1.36,"-10,699","-258,657","325,230","-56,133","224,782","-25,383","-71,586","-55,150","-7,543","-6,691","-69,129",0,259,"-258,398","-56,133",0
2020-12-16,"2,771.79",14.97,"212,685","93,239","-240,291","-65,746","321,122","-67,474","-17,290","-11,622","-2,555",212,"-9,708",0,113,"93,352","-65,746",0
2020-12-15,"2,756.82",-5.38,"-237,510","-372,440","607,699","3,384","-6,041","-43,528","-53,495","-42,682","-1,780","-3,829","-86,154",0,"-1,133","-373,573","3,384",0
2020-12-14,"2,762.20",-7.86,"-703,264","-367,014","1,033,385","28,782","-420,957","-64,849","-62,444","-25,849",-721,"1,946","-130,389",0,"8,111","-358,903","28,782",0
2020-12-11,"2,770.06",23.6,"210,055","-153,952","-47,654",276,"297,210","-28,533","-95,090","-1,650","-2,523","-1,910","42,550",0,"-8,725","-162,677",276,0
2020-12-10,"2,746.46",-9.01,"444,052","-1,366,290","891,250","28,330","924,901","7,521","-111,196","2,082","9,303","9,074","-397,633",0,"2,657","-1,363,633","28,330",0
2020-12-09,"2,755.47",54.54,"305,811","163,322","-506,191","37,829","525,938","-39,571","-49,937","18,020","6,075","3,733","-158,448",0,-770,"162,552","37,829",0
2020-12-08,"2,700.93",-44.51,"-270,135","-852,086","1,122,804","-7,715","13,621","-61,810","-147,754","-62,770","-6,471","-2,016","-2,936",0,"7,132","-844,954","-7,715",0
2020-12-07,"2,745.44",13.99,"-923,704","-65,225","976,773","9,848","-421,118","-66,427","-172,116","-69,238","-7,619","-3,127","-184,060",0,"2,308","-62,917","9,848",0
2020-12-04,"2,731.45",35.23,"-410,098","762,204","-343,244","-7,699","36,544","-87,095","-62,389","-40,398","-3,799","-20,323","-232,639",0,"-1,163","761,041","-7,699",0
2020-12-03,"2,696.22",20.32,"-384,896","210,335","177,989","-2,829","-134,228","-47,106","-95,833","-1,152",504,"-9,310","-97,772",0,-599,"209,736","-2,829",0
2020-12-02,"2,675.90",41.65,"-250,693","518,050","-244,744","-22,115","-162,658","-21,113","-11,268","-19,734","-1,614","2,149","-36,457",0,-498,"517,552","-22,115",0
2020-12-01,"2,634.25",42.91,"267,621","74,838","-346,068","4,979","329,897","-29,820","-9,797","-3,521","3,481","-9,404","-13,215",0,"-1,371","73,468","4,979",0
2020-11-30,"2,591.34",-42.11,"204,838","-2,437,757","2,220,568","2,395","333,101","-36,287","-85,513","-5,395","6,988","1,778","-9,834",0,"9,956","-2,427,801","2,395",0
2020-11-27,"2,633.45",7.54,"-279,370","79,725","194,526","6,296","-98,687","-4,571","-73,577","-69,694",-705,"-1,882","-30,254",0,"-1,177","78,548","6,296",0
2020-11-26,"2,625.91",24.37,"-518,845","251,667","256,919","7,991","-183,745","-12,614","-139,883","-16,744","-1,178","3,922","-168,602",0,"2,267","253,934","7,991",0
2020-11-25,"2,601.54",-16.22,"-400,126","-41,938","506,223","-69,225","175,470","-54,052","-192,977","-69,468",331,"-2,843","-256,587",0,"5,067","-36,872","-69,225",0
2020-11-24,"2,617.76",15.17,"-694,098","726,917","-24,517","-7,647","-243,463","-55,528","-102,594","-74,485","-1,221","-3,021","-213,787",0,-654,"726,262","-7,647",0
2020-11-23,"2,602.59",49.09,"-60,021","988,847","-873,480","-49,878","15,504","-59,251","-55,951","6,468","-1,716","-4,201","39,126",0,"-5,468","983,379","-49,878",0
2020-11-20,"2,553.50",6.08,"-226,404","103,750","121,622",920,"-39,039","-41,336","-120,423","-6,741","-2,016",629,"-17,478",0,112,"103,862",920,0
2020-11-19,"2,547.42",1.78,"-301,611","105,644","201,743","-6,466","-163,519","-11,649","-52,857","-31,616","1,743",-973,"-42,739",0,690,"106,333","-6,466",0
2020-11-18,"2,545.64",6.49,"78,043","66,668","-126,781","-18,884","202,198","-29,899","-121,640","-36,500",336,350,"63,197",0,954,"67,622","-18,884",0
2020-11-17,"2,539.15",-3.88,"-503,761","351,504","153,056","-6,746","-251,091","-58,240","-110,080","-27,721","-2,320","3,078","-57,387",0,"5,947","357,451","-6,746",0
2020-11-16,"2,543.03",49.16,"-285,555","465,533","-153,943","-22,209","124,016","-90,370","-83,330","-5,070","-6,523","-23,932","-200,347",0,"-3,826","461,707","-22,209",0
2020-11-13,"2,493.87",18.25,"94,795","526,261","-589,619","-26,724","154,015","-25,487","-58,734","6,817","6,702","-2,271","13,753",0,"-4,713","521,548","-26,724",0
2020-11-12,"2,475.62",-10.25,"-860,832","489,803","353,717","15,895","-629,403","-13,531","-18,338","-63,467",703,"-3,885","-132,912",0,"1,417","491,220","15,895",0
2020-11-11,"2,485.87",33.04,"401,887","837,701","-1,190,677","-27,447","491,858","-11,490","-63,131","-21,772","-3,554","3,521","6,454",0,"-21,464","816,237","-27,447",0
2020-11-10,"2,452.83",5.63,"-328,333","160,193","187,153","-15,556","-204,871","-9,902","-62,235","-19,889","-1,368",-31,"-30,036",0,"-3,457","156,736","-15,556",0
2020-11-09,"2,447.20",30.7,"356,432","333,664","-678,873","-6,642","581,201","-41,689","-17,214","3,344",-879,"-2,421","-165,909",0,"-4,582","329,082","-6,642",0
2020-11-06,"2,416.50",2.71,"-4,367","795,032","-797,527","11,230","64,089","-61,135","-10,127","17,311",-543,"2,694","-16,656",0,"-4,368","790,664","11,230",0
2020-11-05,"2,413.79",56.47,"486,205","1,141,101","-1,621,834",774,"444,863","-15,241","60,221","33,701","3,542","3,961","-44,842",0,"-6,245","1,134,855",774,0
2020-11-04,"2,357.32",14.01,"342,734","-217,393","-166,102","41,403","390,297","-36,827",-990,"6,519","4,794","1,190","-22,248",0,-642,"-218,036","41,403",0
2020-11-03,"2,343.31",43.15,"469,425","217,660","-647,167","-36,099","310,704","9,519","18,676","29,103",-728,"1,292","100,858",0,"-3,819","213,841","-36,099",0
2020-11-02,"2,300.16",33.01,"48,735","49,243","-108,562","9,167","-56,038","11,449","11,305",-301,154,"1,161","81,004",0,"1,418","50,660","9,167",0
2020-10-30,"2,267.15",-59.52,"-443,821","-982,480","1,414,025","7,830","-327,400","-13,895","-19,691","-51,691",-566,"-1,079","-29,499",0,"4,446","-978,034","7,830",0
2020-10-29,"2,326.67",-18.59,"-475,527","-538,592","981,351","31,926","-398,585","9,829",-172,"-23,378","3,719","-1,700","-65,240",0,843,"-537,749","31,926",0
2020-10-28,"2,345.26",14.42,"-176,715","9,251","153,207","10,161","-159,262","-42,470","16,150","21,814",-400,"2,763","-15,311",0,"4,096","13,347","10,161",0
2020-10-27,"2,330.84",-13.07,"-249,653","105,905","106,936","38,073","-230,498","12,796","6,168","-13,830",999,360,"-25,648",0,"-1,262","104,644","38,073",0
2020-10-26,"2,343.91",-16.9,"271,845","-145,401","-112,653","-15,481","82,758","29,704","71,943","14,124","1,677",-543,"72,181",0,"1,690","-143,711","-15,481",0
2020-10-23,"2,360.81",5.76,"233,386","38,579","-272,254",50,"63,599","19,572","39,890","26,334","-1,557",-55,"85,604",0,238,"38,817",50,0
2020-10-22,"2,355.05",-15.81,"7,595","-73,842","67,880","-2,053","43,306","30,468","-46,743","-7,032",-551,"1,262","-13,116",0,420,"-73,422","-2,053",0
2020-10-21,"2,370.86",12.45,"142,647","-23,851","-128,320","10,256","215,094","47,175","15,294","-31,702",860,"2,405","-106,480",0,-732,"-24,583","10,256",0
2020-10-20,"2,358.41",11.67,"260,481","43,116","-292,478","-11,734","222,292","-7,279","11,287","-37,021",-175,"-1,963","73,341",0,615,"43,730","-11,734",0
2020-10-19,"2,346.74",5.21,"296,817","37,729","-342,444","11,227","450,633","-12,314","28,969","-8,433","-1,172","1,416","-162,281",0,"-3,330","34,399","11,227",0
2020-10-16,"2,341.53",-19.68,"-203,644","-171,313","489,248","-114,577","87,513","-23,876","-56,484","-52,590","-2,215","4,990","-160,983",0,286,"-171,027","-114,577",0
2020-10-15,"2,361.21",-19.27,"-116,916","-16,183","328,196","-192,858","-36,571","21,080","12,246","-77,300","-1,536","-9,161","-25,675",0,"-2,240","-18,423","-192,858",0
2020-10-14,"2,380.48",-22.67,"-375,653","-36,708","412,751","-2,559","-95,728","-34,150","-38,731","-33,628","-1,812",864,"-172,467",0,"2,169","-34,539","-2,559",0
2020-10-13,"2,403.15",-0.58,"-177,373","212,662","-33,224","-3,081","-111,777","-7,237","-1,674","-5,800",243,582,"-51,709",0,"1,017","213,678","-3,081",0
2020-10-12,"2,403.73",11.77,"84,452","139,644","-235,997","12,303","78,877","-4,118","6,292","-17,820",577,"-1,838","22,482",0,-401,"139,242","12,303",0
2020-10-08,"2,391.96",5.02,"-614,996","761,011","-165,928","20,564","-556,975","-1,708","26,313","16,643",-890,989,"-99,367",0,-652,"760,359","20,564",0
2020-10-07,"2,386.94",21.04,"430,224","-97,517","-346,023","11,139","393,406","8,086","-19,415","1,639",650,"1,526","44,331",0,"2,178","-95,339","11,139",0
2020-10-06,"2,365.90",7.9,"19,782","170,135","-204,480","12,143","-28,687","-7,048","5,174","21,716",-241,"3,742","25,125",0,"2,421","172,556","12,143",0
2020-10-05,"2,358.00",30.11,"385,206","174,320","-550,009","-9,162","248,664","34,637","18,123","19,051",564,"-5,987","70,153",0,-355,"173,966","-9,162",0
2020-09-29,"2,327.89",19.81,"142,444","-71,156","-111,425","42,536","201,764","30,708","37,836","25,588","1,252",-431,"-154,272",0,"-2,399","-73,555","42,536",0
2020-09-28,"2,308.08",29.29,"150,211","-57,968","-105,578","14,280","181,568",712,"11,531",914,515,-390,"-44,640",0,-945,"-58,913","14,280",0
2020-09-25,"2,278.79",6.09,"72,756","-89,863","19,547","-2,505","78,902","-6,053","-2,424","-4,499","-2,170","1,325","7,674",0,64,"-89,798","-2,505",0
2020-09-24,"2,272.70",-60.54,"-157,074","-191,458","328,909","20,412","-68,527","7,193","-2,542","-45,528","-1,821","1,779","-47,628",0,-788,"-192,246","20,412",0
2020-09-23,"2,333.24",0.65,"-280,442","-55,931","325,210","12,951","-259,881",21,"-12,972","-7,731","1,886","11,466","-13,231",0,"-1,788","-57,719","12,951",0
2020-09-22,"2,332.59",-56.8,"-769,105","-17,141","991,284","-207,915","-489,845","-2,997","-40,139","-52,510","-6,755","-4,904","-171,955",0,"2,878","-14,263","-207,915",0
2020-09-21,"2,389.39",-23.01,"39,188","-73,717","41,030","-1,928","113,770",736,"-21,435","-25,865","-2,567","1,868","-27,319",0,"-4,574","-78,291","-1,928",0
2020-09-18,"2,412.40",6.23,"-15,784","145,251","-140,545","9,003","76,256","-15,064","-27,877","-36,459","-3,812",265,"-9,093",0,"2,074","147,325","9,003",0
2020-09-17,"2,406.17",-29.75,"-335,811","-125,557","458,718","1,465","-213,892","-7,728","-28,950","-42,121","1,552",-483,"-44,189",0,"1,185","-124,372","1,465",0
2020-09-16,"2,435.92",-7.66,"-305,106","175,095","143,224","-17,362","-111,814","-18,382","-108,772","-28,192","-2,124","1,054","-36,877",0,"4,150","179,244","-17,362",0
2020-09-15,"2,443.58",15.67,"-200,155","250,383","-76,467","23,403","-103,572","-23,283","-80,235","-10,091","1,754",912,"14,359",0,"2,836","253,220","23,403",0
2020-09-14,"2,427.91",31.22,"107,419","143,905","-287,561","37,438","206,361","29,977","-46,969","1,594","1,153","-1,692","-83,005",0,"-1,201","142,704","37,438",0
2020-09-11,"2,396.69",0.21,"-310,954","-151,287","453,333","7,443","-127,636","-7,380","-54,202","-27,060",-580,527,"-94,624",0,"1,464","-149,823","7,443",0
2020-09-10,"2,396.48",20.67,"-472,128","382,078","66,293","24,018","-119,367","-24,160","-97,332","-28,704","3,438",-113,"-205,890",0,-260,"381,817","24,018",0
2020-09-09,"2,375.81",-26.1,"-429,823","-113,636","512,931","28,512","-94,948","6,761","-92,479","-58,622","-6,045",261,"-184,751",0,"2,015","-111,621","28,512",0
2020-09-08,"2,401.91",17.69,"-20,866","-33,686","35,765","14,974","55,746","-36,293","-81,728","-26,928","1,837","3,119","63,380",0,"3,812","-29,873","14,974",0
2020-09-07,"2,384.22",15.97,"-297,551","-251,297","548,283",66,"-147,245","-35,335","-19,165","4,737","-9,530",-307,"-90,707",0,499,"-250,799",66,0
2020-09-04,"2,368.25",-27.65,"-779,811","-471,480","1,285,426","-37,857","-511,107","-27,496","-56,536","-81,819",142,"1,991","-104,986",0,"3,722","-467,759","-37,857",0
2020-09-03,"2,395.90",31.53,"-135,099","192,141","-95,202","36,426","-57,181","-9,961","-48,281","31,029","-3,567","2,368","-49,504",0,"1,734","193,875","36,426",0
2020-09-02,"2,364.37",14.82,"-79,880","-254,087","334,213","1,714","-4,136","-8,520","-37,669","-18,792","-1,793","-1,545","-7,424",0,"-1,959","-256,047","1,714",0
2020-09-01,"2,349.55",23.38,"-56,607","-208,372","238,958","23,398","79,007","-4,541","-46,407","-11,168","-43,805",939,"-30,632",0,"2,623","-205,749","23,398",0
2020-08-31,"2,326.17",-27.63,"-6,599","-1,636,163","1,569,558","69,677","95,331","1,759","-54,707","-8,255","-18,407","1,115","-23,436",0,"3,527","-1,632,636","69,677",0
2020-08-28,"2,353.80",9.35,"122,537","-224,962","115,821","-14,111","188,679","-36,627","-29,710","2,039","-4,130","-2,600","4,887",0,715,"-224,247","-14,111",0
2020-08-27,"2,344.45",-24.87,"-472,633","-25,698","466,361","30,785","-343,184","-18,225","-54,801","-17,417",749,-597,"-39,157",0,"1,184","-24,514","30,785",0
2020-08-26,"2,369.32",2.59,"-412,519","189,603","192,947","28,586","-351,772","12,035","-17,489","-3,215",166,"3,289","-55,532",0,"1,382","190,985","28,586",0
2020-08-25,"2,366.73",36.9,"-123,348","157,155","-70,910","37,247","-133,752","15,519","-17,381","10,258","-2,750",-356,"5,114",0,-144,"157,011","37,247",0
2020-08-24,"2,329.83",25.24,"4,056","199,246","-259,981","58,359","24,701","5,517","-34,701","1,150","3,371","-1,077","5,095",0,"-1,680","197,566","58,359",0
2020-08-21,"2,304.59",30.37,"-33,421","198,202","-136,203","-27,344","107,767",-830,"-113,441","-24,163","-3,984",362,867,0,"-1,234","196,968","-27,344",0
2020-08-20,"2,274.22",-86.32,"-821,380","-280,519","1,073,878","20,263","-485,016","-82,238","-97,504","-65,286",-487,"-1,124","-89,725",0,"7,758","-272,760","20,263",0
2020-08-19,"2,360.54",12.3,"-202,201","-266,234","458,351","10,384","14,249","-18,724","-115,902","6,334","-3,772","-2,668","-81,718",0,-299,"-266,533","10,384",0
2020-08-18,"2,348.24",-59.25,"476,095","74,531","-527,155","-22,263","661,480","30,607","-71,014","-40,679",549,"-2,603","-102,246",0,"-1,208","73,323","-22,263",0
2020-08-14,"2,407.49",-30.04,"-124,368","-464,112","596,299","-10,058","280,067","-15,448","-124,546","-73,051",-560,"-6,273","-184,556",0,"2,238","-461,873","-10,058",0
2020-08-13,"2,437.53",5.18,"187,268","-347,592","154,253",580,"481,650","2,711","-157,983","-14,600","6,846",253,"-131,607",0,"5,490","-342,102",580,0
2020-08-12,"2,432.35",13.68,"-202,547","-154,964","350,933","5,422","-40,384","3,693","-56,036","-21,332","1,058",-651,"-88,894",0,"1,156","-153,808","5,422",0
2020-08-11,"2,418.67",32.29,"38,636","151,215","-173,713","-11,685","382,248","-69,115","-90,782","-39,050","-6,334","-9,112","-129,219",0,"-4,452","146,762","-11,685",0
2020-08-10,"2,386.38",34.71,"-231,516","-132,984","352,306","6,985","16,810","-83,828","-71,904","-36,482","1,344","-14,437","-43,020",0,"5,209","-127,775","6,985",0
2020-08-07,"2,351.67",9.06,"-787,044","-72,994","853,433","7,266","-401,847","-63,999","-80,704","-50,629","-2,642","-3,945","-183,278",0,-662,"-73,656","7,266",0
2020-08-06,"2,342.61",30.75,"-80,092","168,457","-85,025","1,270","224,710","-51,664","-54,866","-44,453","4,619","-13,822","-144,615",0,"-4,611","163,846","1,270",0
2020-08-05,"2,311.86",31.89,"-366,560","-45,640","431,507","-13,324","-127,661","-44,109","-50,404","-36,685","-1,806","-2,953","-102,942",0,"-5,983","-51,623","-13,324",0
2020-08-04,"2,279.97",28.93,"-148,799","-61,519","184,386","22,726","39,178","-49,254","-17,849","-2,653","1,382","-5,393","-114,209",0,"3,206","-58,313","22,726",0
2020-08-03,"2,251.04",1.67,"-379,534","-271,915","623,711","24,562","-284,139","-10,799","-45,596","4,488",-46,-509,"-42,933",0,"3,176","-268,738","24,562",0
2020-07-31,"2,249.37",-17.64,"-386,084","-54,763","471,619","-29,907","-265,893","-12,947","-41,726","-29,205",-687,-450,"-35,176",0,-865,"-55,628","-29,907",0
2020-07-30,"2,267.01",3.85,"-234,212","222,800","6,450","3,048","42,336","-17,117","-43,875","1,112",-288,"-1,254","-215,127",0,"1,914","224,714","3,048",0
2020-07-29,"2,263.16",6.17,"-336,758","297,992","47,601","-4,410","-134,566","-29,556","-36,875","-32,938",-755,"-9,197","-92,873",0,"-4,424","293,567","-4,410",0
2020-07-28,"2,256.99",39.13,"-221,995","1,311,288","-1,049,525","-34,480","-144,032","-52,578","7,471","24,362","1,165","-7,635","-50,747",0,"-5,288","1,306,000","-34,480",0
2020-07-27,"2,217.86",17.42,"139,533","167,666","-299,557","1,641","196,814","-1,991","13,117","2,935","-17,929","-5,781","-47,631",0,"-9,283","158,383","1,641",0
2020-07-24,"2,200.44",-15.75,"-367,833","84,138","288,088","-7,893","-117,279","-54,496","-43,109","-41,172","-4,297",-846,"-106,635",0,"3,501","87,639","-7,893",0
2020-07-23,"2,216.19",-12.47,"-586,870","-200,770","776,847","13,946","-350,606",-279,"-111,954","-61,561","-8,161","3,794","-58,103",0,"-3,153","-203,923","13,946",0
2020-07-22,"2,228.66",-0.17,"-241,847",-310,"260,404","-17,499","-73,649","-23,258","-54,327","-52,886","1,679","-1,583","-37,823",0,-748,"-1,058","-17,499",0
2020-07-21,"2,228.83",30.63,"143,525","448,347","-567,689","-20,658","320,115","-18,672","-49,409","-51,112","-13,191","-2,584","-41,622",0,"-3,526","444,821","-20,658",0
2020-07-20,"2,198.20",-2.99,"-329,214","-73,923","407,009","-2,466","-168,974","-70,378","-43,526","-6,180",-405,-894,"-38,857",0,"-1,406","-75,329","-2,466",0
2020-07-17,"2,201.19",17.43,"36,523","116,744","-112,084","-37,236","23,764","22,487","2,441","-24,411","5,358","-2,497","9,380",0,"-3,946","112,798","-37,236",0
2020-07-16,"2,183.76",-18.12,"-183,490","-132,219","300,551","16,561","-26,387","-9,707","-32,185","-13,694",-620,"-3,869","-97,028",0,"-1,403","-133,622","16,561",0
2020-07-15,"2,201.88",18.27,"334,699","274,254","-599,582","-3,818","446,796","-41,823","-8,152",454,905,"-4,254","-59,227",0,"-5,552","268,702","-3,818",0
2020-07-14,"2,183.61",-2.45,"-395,811","7,106","418,618","-27,826","-167,818","-45,738","-20,125","-26,840",-174,"-8,544","-126,572",0,"-2,086","5,020","-27,826",0
2020-07-13,"2,186.06",35.81,"200,833","105,348","-290,767","-12,368","91,846","-5,011","-6,037",-185,-324,"-1,907","122,451",0,"-3,045","102,303","-12,368",0
